refund_id,txn_id,refund_amount,refund_date,reason
1933,65023,117.31,2026-01-26 15:45:12.642991,Fraud
1934,65026,664.17,2025-12-28 04:52:35.642991,Product Issue
1935,65030,514.56,2026-01-22 18:14:56.642991,Fraud
1936,65046,358.22,2025-12-21 12:54:25.642991,Fraud
1937,65060,494.1,2025-10-31 22:32:34.642991,Customer Request
1938,65081,400.11,2025-11-06 12:05:06.642991,Customer Request
1939,65085,563.76,2025-09-10 09:19:37.642991,Product Issue
1940,65119,118.36,2025-10-05 20:01:34.642991,Product Issue
1941,65214,522.4,2025-07-04 13:41:43.642991,Customer Request
1942,65274,595.1,2025-07-14 12:48:34.642991,Duplicate
1943,65291,621.25,2025-05-20 16:43:17.642991,Duplicate
1944,65293,46.7,2026-03-01 21:35:38.642991,Product Issue
1945,65372,140.0,2026-04-21 17:16:56.642991,Fraud
1946,65375,766.75,2026-02-15 11:19:26.642991,Product Issue
1947,65385,394.5,2025-12-29 02:20:02.642991,Duplicate
1948,65437,446.44,2026-01-06 21:00:16.642991,Fraud
1949,65457,79.17,2025-05-13 22:05:42.642991,Duplicate
1950,65472,897.73,2026-02-26 04:22:03.642991,Product Issue
1951,65611,108.84,2025-06-19 12:12:12.642991,Fraud
1952,65682,690.7,2025-10-27 15:27:23.642991,Customer Request
1953,65696,94.28,2025-07-21 09:49:11.642991,Fraud
1954,65703,20.93,2025-10-21 03:28:25.642991,Customer Request
1955,65713,361.39,2026-03-24 08:51:04.642991,Customer Request
1956,65717,177.65,2025-08-14 23:00:47.642991,Fraud
1957,65734,193.44,2025-07-29 06:05:49.642991,Customer Request
1958,65735,619.36,2025-05-24 23:20:47.642991,Fraud
1959,65786,290.66,2025-05-08 04:25:12.642991,Duplicate
1960,65814,504.61,2026-04-05 17:45:37.642991,Fraud
1961,65842,362.76,2025-12-04 07:34:41.642991,Fraud
1962,65845,101.15,2025-11-26 20:00:46.642991,Duplicate
1963,65972,335.11,2026-01-18 16:38:19.642991,Product Issue
1964,65977,504.22,2025-12-27 13:54:03.642991,Duplicate
1965,66035,112.17,2026-02-15 21:51:48.642991,Product Issue
1966,66085,483.81,2025-05-20 09:49:33.642991,Customer Request
1967,66136,27.04,2026-04-19 22:09:57.642991,Customer Request
1968,66142,551.49,2025-10-10 13:45:53.642991,Customer Request
1969,66156,351.5,2026-02-05 08:14:26.642991,Product Issue
1970,66215,469.81,2025-06-18 06:00:04.642991,Duplicate
1971,66224,189.67,2026-03-26 21:03:48.642991,Fraud
1972,66232,108.45,2026-04-25 00:02:12.642991,Customer Request
1973,66243,182.36,2026-03-03 18:41:48.642991,Duplicate
1974,66269,123.52,2025-12-06 18:00:04.642991,Duplicate
1975,66292,215.48,2026-02-13 15:39:52.642991,Duplicate
1976,66324,699.06,2026-01-21 06:23:37.642991,Customer Request
1977,66339,412.49,2025-06-01 07:29:36.642991,Product Issue
1978,66361,469.03,2025-08-04 23:15:10.642991,Duplicate
1979,66395,88.09,2025-06-03 10:27:51.642991,Customer Request
1980,66425,831.06,2025-07-16 04:20:50.642991,Duplicate
1981,66435,233.76,2025-11-20 12:57:24.642991,Customer Request
1982,66459,806.27,2025-07-15 19:07:16.642991,Product Issue
1983,66473,299.49,2026-02-08 12:35:18.642991,Product Issue
1984,66485,430.06,2025-08-24 12:14:47.642991,Product Issue
1985,66488,114.06,2025-11-11 17:23:12.642991,Customer Request
1986,66510,98.05,2026-01-14 12:15:56.642991,Fraud
1987,66531,773.13,2025-08-27 01:21:55.642991,Fraud
1988,66535,571.69,2026-02-10 19:40:46.642991,Duplicate
1989,66552,294.36,2026-02-16 03:09:37.642991,Duplicate
1990,66572,7.98,2025-05-18 20:26:54.642991,Customer Request
1991,66578,30.52,2025-08-18 12:41:15.642991,Duplicate
1992,66595,538.09,2026-04-13 12:35:01.642991,Fraud
1993,66605,92.76,2025-05-23 16:33:28.642991,Customer Request
1994,66616,140.35,2026-03-30 18:52:32.642991,Product Issue
1995,66649,631.67,2025-05-21 18:42:02.642991,Customer Request
1996,66655,270.65,2026-02-13 01:55:00.642991,Fraud
1997,66674,506.51,2025-10-15 03:03:31.642991,Product Issue
1998,66733,110.32,2025-06-07 11:24:28.642991,Product Issue
1999,66861,683.82,2026-04-14 09:56:18.642991,Product Issue
2000,67008,456.4,2025-07-29 07:10:38.642991,Fraud
2001,67015,331.29,2026-03-13 19:46:59.642991,Product Issue
2002,67072,495.28,2026-01-04 13:34:31.642991,Duplicate
2003,67089,290.14,2025-09-14 02:13:09.642991,Fraud
2004,67091,481.23,2026-02-27 00:35:46.642991,Duplicate
2005,67110,623.35,2025-05-03 17:54:00.642991,Product Issue
2006,67130,312.5,2026-03-06 05:02:28.642991,Duplicate
2007,67132,677.15,2026-01-24 14:07:58.642991,Customer Request
2008,67138,607.87,2025-12-24 04:26:34.642991,Customer Request
2009,67150,359.79,2025-06-04 22:00:04.642991,Duplicate
2010,67219,563.54,2026-03-20 18:38:04.642991,Customer Request
2011,67250,85.84,2026-01-27 12:02:33.642991,Customer Request
2012,67260,538.72,2025-07-13 09:56:07.642991,Customer Request
2013,67265,483.81,2025-12-01 02:39:48.642991,Fraud
2014,67283,440.09,2025-08-08 17:42:18.642991,Customer Request
2015,67320,584.57,2026-02-04 03:47:34.642991,Product Issue
2016,67352,45.24,2025-12-13 04:16:45.642991,Duplicate
2017,67420,347.35,2025-05-19 07:00:42.642991,Product Issue
2018,67446,604.67,2025-06-24 23:38:53.642991,Fraud
2019,67505,423.84,2025-12-04 15:11:12.642991,Fraud
2020,67544,443.38,2026-03-07 06:59:00.642991,Fraud
2021,67608,178.4,2026-04-05 22:23:33.642991,Customer Request
2022,67639,20.49,2025-08-25 22:47:34.642991,Duplicate
2023,67713,240.5,2026-03-27 19:39:14.642991,Customer Request
2024,67740,501.34,2025-05-21 04:24:07.642991,Fraud
2025,67763,71.93,2026-04-16 05:09:26.642991,Product Issue
2026,67820,219.3,2026-03-09 11:10:10.642991,Product Issue
2027,67838,174.78,2025-11-13 21:51:09.642991,Fraud
2028,67848,707.82,2025-04-30 03:02:59.642991,Duplicate
2029,67870,524.11,2025-06-08 02:43:27.642991,Fraud
2030,67919,26.53,2025-08-03 19:17:23.642991,Product Issue
2031,67920,542.57,2025-06-20 11:52:27.642991,Duplicate
2032,67976,22.24,2026-01-28 08:17:04.642991,Fraud
2033,68070,334.2,2026-03-23 15:22:36.642991,Duplicate
2034,68102,38.64,2025-10-10 19:15:50.642991,Fraud
2035,68145,444.0,2025-10-25 03:27:58.642991,Duplicate
2036,68146,22.54,2026-03-15 18:58:44.642991,Product Issue
2037,68280,353.81,2025-07-16 17:32:51.642991,Fraud
2038,68320,28.96,2025-10-10 06:15:53.642991,Product Issue
2039,68371,449.56,2025-09-21 08:44:49.642991,Fraud
2040,68478,513.61,2026-01-14 04:22:56.642991,Customer Request
2041,68491,454.08,2025-06-16 23:36:13.642991,Customer Request
2042,68527,89.73,2026-02-15 02:25:11.642991,Product Issue
2043,68600,437.3,2025-07-24 14:28:54.642991,Duplicate
2044,68605,468.4,2025-10-16 06:55:05.642991,Fraud
2045,68643,478.1,2025-05-24 15:07:18.642991,Product Issue
2046,68665,740.72,2026-01-25 10:49:41.642991,Duplicate
2047,68702,159.5,2026-02-13 13:16:42.642991,Customer Request
2048,68717,31.9,2026-02-02 02:07:03.642991,Fraud
2049,68723,470.83,2025-08-27 20:12:47.642991,Fraud
2050,68749,28.31,2026-01-13 23:22:23.642991,Product Issue
2051,68752,542.87,2025-07-05 17:29:57.642991,Fraud
2052,68795,164.35,2025-09-28 04:36:03.642991,Duplicate
2053,68876,721.72,2025-08-19 07:22:34.642991,Duplicate
2054,68902,305.93,2025-10-28 05:38:46.642991,Fraud
2055,68913,51.69,2025-06-05 05:24:33.642991,Product Issue
2056,68931,374.39,2026-03-19 09:27:47.642991,Customer Request
2057,68973,587.87,2026-04-03 09:16:27.642991,Fraud
2058,68976,72.38,2025-11-23 20:27:39.642991,Fraud
2059,68990,551.06,2026-02-17 16:10:26.642991,Fraud
2060,69015,248.99,2025-09-08 17:10:55.642991,Fraud
2061,69027,737.51,2025-08-23 19:31:43.642991,Product Issue
2062,69034,513.29,2026-01-12 23:41:30.642991,Duplicate
2063,69052,342.04,2026-01-16 06:02:33.642991,Fraud
2064,69055,549.9,2025-11-23 16:07:49.642991,Product Issue
2065,69107,87.4,2025-09-18 21:10:44.642991,Duplicate
2066,69143,260.33,2026-04-07 02:57:34.642991,Fraud
2067,69228,378.66,2025-10-17 09:59:41.642991,Product Issue
2068,69303,643.03,2025-11-02 20:57:55.642991,Fraud
2069,69320,101.6,2025-05-18 16:44:07.642991,Fraud
2070,69393,516.87,2025-07-06 16:42:45.642991,Duplicate
2071,69401,247.62,2025-11-15 12:32:55.642991,Customer Request
2072,69438,921.6,2025-10-12 08:18:20.642991,Customer Request
2073,69474,558.38,2026-02-19 20:29:24.642991,Product Issue
2074,69481,441.56,2025-10-13 22:30:22.642991,Customer Request
2075,69483,749.66,2025-07-24 08:02:31.642991,Fraud
2076,69485,611.46,2025-07-05 04:00:22.642991,Fraud
2077,69525,712.77,2025-08-26 02:47:15.642991,Customer Request
2078,69611,366.11,2025-11-27 17:12:20.642991,Customer Request
2079,69632,631.21,2025-12-01 10:48:04.642991,Customer Request
2080,69681,149.19,2026-02-26 14:18:50.642991,Duplicate
2081,69713,497.75,2025-11-24 08:49:47.642991,Customer Request
2082,69749,130.81,2025-10-23 19:55:16.642991,Fraud
2083,69775,48.23,2025-05-30 04:35:47.642991,Product Issue
2084,69795,287.77,2025-05-08 16:05:04.642991,Customer Request
2085,69811,589.07,2026-04-20 10:51:05.642991,Duplicate
2086,69839,706.81,2025-11-29 22:06:55.642991,Customer Request
2087,69846,299.77,2025-06-28 11:28:20.642991,Fraud
2088,69881,286.65,2025-09-30 13:12:26.642991,Fraud
2089,69885,33.2,2026-01-11 03:56:02.642991,Duplicate
2090,69908,541.45,2025-11-22 15:54:52.642991,Duplicate
2091,69920,371.41,2026-01-17 11:13:13.642991,Product Issue
2092,69927,737.39,2025-11-30 18:40:48.642991,Product Issue
2093,69995,222.16,2026-04-04 17:36:37.642991,Customer Request
2094,70020,118.41,2026-04-11 11:27:12.642991,Customer Request
2095,70024,129.81,2025-05-30 06:38:14.642991,Product Issue
2096,70029,474.37,2025-06-01 00:32:43.642991,Fraud
2097,70109,594.9,2025-07-30 05:47:17.642991,Duplicate
2098,70133,110.28,2025-08-05 01:35:21.642991,Customer Request
2099,70147,154.83,2025-08-13 04:15:17.642991,Customer Request
2100,70155,368.23,2025-07-11 04:23:25.642991,Fraud
2101,70229,29.92,2025-07-30 21:38:04.642991,Product Issue
2102,70341,708.4,2026-01-14 19:30:03.642991,Product Issue
2103,70343,520.09,2025-07-20 13:29:42.642991,Fraud
2104,70383,404.73,2025-09-14 09:24:03.642991,Fraud
2105,70413,764.23,2026-02-20 10:32:57.642991,Product Issue
2106,70512,206.4,2026-03-05 21:15:59.642991,Customer Request
2107,70539,951.51,2025-06-24 17:09:48.642991,Product Issue
2108,70543,354.38,2025-09-05 01:00:10.642991,Customer Request
2109,70662,39.97,2025-08-12 07:04:36.642991,Product Issue
2110,70665,250.5,2025-09-03 01:23:57.642991,Fraud
2111,70676,395.57,2026-02-09 20:48:43.642991,Duplicate
2112,70737,348.76,2025-09-21 07:47:51.642991,Customer Request
2113,70738,272.65,2025-05-16 16:28:47.642991,Product Issue
2114,70766,455.96,2025-10-27 02:37:18.642991,Customer Request
2115,70779,605.88,2025-07-31 14:34:47.642991,Fraud
2116,70789,302.96,2025-05-06 16:46:41.642991,Duplicate
2117,70868,307.73,2025-07-08 22:11:57.642991,Product Issue
2118,70939,47.79,2025-07-13 16:21:41.642991,Customer Request
2119,70953,50.41,2026-04-18 14:08:56.642991,Duplicate
2120,71019,553.06,2026-03-17 04:06:26.642991,Product Issue
2121,71020,592.83,2025-10-06 08:15:41.642991,Customer Request
2122,71033,126.83,2026-04-14 06:31:13.642991,Customer Request
2123,71037,678.93,2025-06-14 22:31:42.642991,Product Issue
2124,71055,467.19,2025-08-12 07:14:06.642991,Product Issue
2125,71058,644.07,2026-02-15 13:07:27.642991,Product Issue
2126,71072,470.1,2026-04-01 08:14:57.642991,Product Issue
2127,71091,284.16,2025-08-17 14:51:35.642991,Duplicate
2128,71101,476.07,2025-09-27 23:18:57.642991,Product Issue
2129,71107,62.68,2026-03-05 15:54:26.642991,Product Issue
2130,71132,399.31,2026-02-15 03:19:12.642991,Customer Request
2131,71175,207.11,2025-04-30 02:42:12.642991,Duplicate
2132,71194,88.65,2025-05-16 06:44:05.642991,Duplicate
2133,71259,213.87,2025-07-17 17:04:03.642991,Customer Request
2134,71298,619.11,2025-11-17 13:51:29.642991,Duplicate
2135,71308,130.43,2025-07-14 07:15:37.642991,Fraud
2136,71343,262.97,2026-04-06 21:26:13.642991,Customer Request
2137,71375,13.11,2026-04-02 13:10:34.642991,Product Issue
2138,71431,701.84,2026-01-13 02:54:55.642991,Product Issue
2139,71483,296.52,2026-02-06 13:43:09.642991,Duplicate
2140,71495,157.81,2026-01-11 05:54:50.642991,Product Issue
2141,71496,678.05,2026-02-23 20:35:41.642991,Fraud
2142,71528,30.55,2026-01-05 02:37:05.642991,Product Issue
2143,71560,218.13,2025-06-13 11:18:47.642991,Customer Request
2144,71623,402.85,2025-05-21 18:05:35.642991,Product Issue
2145,71654,146.07,2025-07-24 07:55:17.642991,Product Issue
2146,71686,31.7,2025-08-28 12:22:14.642991,Product Issue
2147,71737,565.32,2026-02-18 14:13:27.642991,Customer Request
2148,71773,193.09,2025-10-09 18:49:42.642991,Duplicate
2149,71910,600.31,2026-04-23 06:18:43.642991,Customer Request
2150,71928,236.06,2025-08-05 20:19:38.642991,Customer Request
2151,71942,631.78,2025-09-16 03:42:38.642991,Customer Request
2152,71955,478.42,2025-05-14 08:02:24.642991,Fraud
2153,71956,630.6,2025-06-09 22:52:46.642991,Duplicate
2154,71998,430.79,2025-09-12 01:20:49.642991,Duplicate
2155,72006,256.07,2026-04-05 22:19:30.642991,Duplicate
2156,72092,44.77,2025-05-22 22:21:10.642991,Fraud
2157,72098,409.77,2025-10-10 14:17:46.642991,Product Issue
2158,72120,766.44,2025-07-23 07:35:26.642991,Duplicate
2159,72186,32.21,2025-12-12 20:15:11.642991,Customer Request
2160,72225,281.03,2026-04-03 00:30:25.642991,Customer Request
2161,72230,452.74,2026-02-10 07:03:21.642991,Customer Request
2162,72253,380.08,2025-08-02 09:24:19.642991,Product Issue
2163,72314,511.2,2025-10-11 12:34:48.642991,Product Issue
2164,72355,390.31,2026-02-24 09:35:30.642991,Product Issue
2165,72379,312.8,2025-09-15 14:53:09.642991,Fraud
2166,72482,765.4,2025-10-01 15:05:19.642991,Duplicate
2167,72501,438.55,2025-12-30 14:28:13.642991,Fraud
2168,72546,918.64,2025-05-03 22:16:47.642991,Customer Request
2169,72552,266.5,2025-07-01 22:01:32.642991,Duplicate
2170,72624,674.75,2026-01-20 02:58:44.642991,Fraud
2171,72630,636.89,2026-04-10 10:55:40.642991,Duplicate
2172,72687,491.81,2026-01-13 00:08:03.642991,Product Issue
2173,72691,531.88,2026-04-04 19:48:24.642991,Product Issue
2174,72737,348.02,2025-10-07 08:45:26.642991,Duplicate
2175,72749,311.58,2026-02-20 02:23:47.642991,Duplicate
2176,72945,650.45,2025-06-25 06:30:02.642991,Duplicate
2177,72963,161.92,2025-05-25 12:52:10.642991,Fraud
2178,72981,275.93,2025-05-28 12:17:35.642991,Customer Request
2179,73024,497.65,2025-06-23 04:19:54.642991,Customer Request
2180,73089,372.53,2025-11-12 18:08:37.642991,Duplicate
2181,73102,291.08,2025-06-02 05:20:33.642991,Product Issue
2182,73157,302.29,2026-03-20 20:20:49.642991,Product Issue
2183,73253,113.77,2025-11-20 00:04:59.642991,Product Issue
2184,73362,610.54,2026-03-01 06:06:10.642991,Duplicate
2185,73384,404.76,2025-09-29 04:12:49.642991,Duplicate
2186,73395,626.11,2025-10-20 05:50:04.642991,Customer Request
2187,73407,210.65,2025-06-05 12:18:12.642991,Duplicate
2188,73412,390.86,2026-04-09 15:20:41.642991,Product Issue
2189,73507,400.83,2026-02-26 07:55:14.642991,Fraud
2190,73515,406.13,2025-05-19 13:37:50.642991,Fraud
2191,73535,246.04,2025-08-10 15:42:53.642991,Fraud
2192,73716,278.13,2025-08-06 12:03:53.642991,Fraud
2193,73759,195.78,2025-06-17 15:59:26.642991,Product Issue
2194,73797,438.3,2025-09-15 11:27:22.642991,Duplicate
2195,73824,502.18,2026-01-12 04:07:16.642991,Duplicate
2196,73844,457.85,2025-06-04 17:59:46.642991,Product Issue
2197,73907,778.17,2025-11-15 17:20:14.642991,Fraud
2198,73960,327.02,2025-05-21 21:57:36.642991,Customer Request
2199,73968,576.27,2025-09-19 10:54:54.642991,Customer Request
2200,74024,856.29,2025-05-19 16:31:35.642991,Fraud
2201,74146,689.42,2026-03-09 09:23:07.642991,Duplicate
2202,74159,328.22,2025-08-10 12:12:23.642991,Fraud
2203,74194,409.66,2025-09-28 05:18:05.642991,Customer Request
2204,74206,437.16,2025-06-18 10:44:02.642991,Fraud
2205,74217,636.89,2025-09-05 16:25:58.642991,Product Issue
2206,74294,476.23,2025-07-07 00:16:34.642991,Customer Request
2207,74329,460.0,2025-09-14 11:53:56.642991,Product Issue
2208,74332,212.19,2025-09-27 08:56:14.642991,Customer Request
2209,74339,124.03,2025-10-08 16:47:55.642991,Product Issue
2210,74370,166.7,2026-03-30 12:57:45.642991,Customer Request
2211,74385,638.08,2025-08-07 21:02:13.642991,Customer Request
2212,74461,416.38,2025-12-29 18:56:51.642991,Customer Request
2213,74590,196.65,2026-04-17 09:02:02.642991,Customer Request
2214,74591,125.44,2026-04-15 22:02:54.642991,Fraud
2215,74619,530.77,2026-02-25 23:57:42.642991,Fraud
2216,74621,552.36,2026-03-04 07:29:11.642991,Customer Request
2217,74651,582.45,2025-12-06 08:04:13.642991,Duplicate
2218,74693,241.73,2026-02-08 04:45:19.642991,Duplicate
2219,74718,290.57,2025-11-11 03:49:57.642991,Product Issue
2220,74719,241.61,2026-02-19 09:07:33.642991,Customer Request
2221,74765,559.25,2025-12-29 00:50:14.642991,Product Issue
2222,74778,441.47,2025-12-08 03:43:42.642991,Duplicate
2223,74780,391.04,2026-02-17 10:55:03.642991,Duplicate
2224,74792,236.79,2025-12-22 22:46:14.642991,Duplicate
2225,74817,574.94,2025-10-08 11:43:51.642991,Duplicate
2226,74845,149.63,2026-01-08 04:47:01.642991,Product Issue
2227,74896,469.05,2025-09-09 03:55:31.642991,Product Issue
2228,74914,9.37,2025-06-02 21:23:03.642991,Fraud
2229,74922,819.11,2025-05-22 22:42:52.642991,Product Issue
2230,74928,393.84,2025-05-23 03:53:45.642991,Customer Request
2231,74953,147.17,2025-06-08 05:05:15.642991,Fraud
2232,75008,146.48,2026-04-09 00:09:30.642991,Customer Request
2233,75009,479.31,2025-09-21 06:29:15.642991,Product Issue
2234,75024,372.97,2026-04-19 22:27:44.642991,Product Issue
2235,75046,510.58,2025-09-07 14:44:38.642991,Product Issue
2236,75058,537.7,2025-05-05 16:58:29.642991,Customer Request
2237,75065,215.39,2025-06-02 04:18:09.642991,Duplicate
2238,75080,43.59,2025-11-30 17:20:30.642991,Product Issue
2239,75084,365.55,2025-08-26 01:19:09.642991,Customer Request
2240,75120,495.78,2025-04-27 15:35:12.642991,Duplicate
2241,75176,16.48,2025-08-09 04:12:47.642991,Duplicate
2242,75221,649.99,2025-05-03 15:48:08.642991,Product Issue
2243,75229,588.54,2025-05-16 16:04:39.642991,Customer Request
2244,75253,78.39,2025-07-20 01:18:52.642991,Product Issue
2245,75256,520.44,2026-04-08 23:57:48.642991,Duplicate
2246,75263,359.86,2025-08-28 13:00:23.642991,Fraud
2247,75306,24.11,2025-10-10 20:08:42.642991,Product Issue
2248,75372,413.33,2025-11-08 22:58:01.642991,Product Issue
2249,75411,603.35,2025-09-01 19:16:25.642991,Customer Request
2250,75428,854.62,2025-05-29 14:46:01.642991,Duplicate
2251,75472,614.32,2026-01-08 08:02:57.642991,Duplicate
2252,75477,405.24,2025-06-05 14:23:25.642991,Duplicate
2253,75504,9.95,2025-12-06 19:57:02.642991,Fraud
2254,75513,256.68,2025-08-21 12:10:23.642991,Product Issue
2255,75556,261.03,2025-11-05 21:15:40.642991,Product Issue
2256,75604,208.63,2025-11-26 19:04:17.642991,Fraud
2257,75700,622.41,2026-01-14 04:37:58.642991,Duplicate
2258,75723,235.09,2025-12-27 13:25:56.642991,Customer Request
2259,75728,43.52,2026-01-02 03:19:28.642991,Duplicate
2260,75766,345.49,2026-04-08 22:43:48.642991,Fraud
2261,75767,134.93,2025-06-29 06:58:26.642991,Customer Request
2262,75785,374.9,2026-03-01 06:52:47.642991,Fraud
2263,75786,62.31,2026-02-07 17:25:51.642991,Duplicate
2264,75790,748.25,2026-04-04 12:39:33.642991,Product Issue
2265,75904,347.65,2025-10-14 20:44:13.642991,Customer Request
2266,75924,379.73,2025-12-09 19:07:24.642991,Duplicate
2267,75948,573.14,2026-01-04 18:21:37.642991,Product Issue
2268,76119,488.35,2025-12-12 21:34:54.642991,Fraud
2269,76166,687.75,2025-07-21 08:32:59.642991,Customer Request
2270,76178,311.68,2025-07-24 23:04:08.642991,Duplicate
2271,76267,296.25,2025-07-19 09:52:38.642991,Customer Request
2272,76271,638.81,2025-06-09 16:24:15.642991,Product Issue
2273,76289,75.52,2025-06-02 02:47:37.642991,Product Issue
2274,76291,223.95,2025-05-12 00:17:34.642991,Customer Request
2275,76305,473.22,2025-09-26 15:52:04.642991,Duplicate
2276,76325,151.91,2025-11-28 23:46:16.642991,Fraud
2277,76335,225.14,2026-04-16 04:34:05.642991,Duplicate
2278,76346,722.7,2025-09-29 00:02:12.642991,Fraud
2279,76384,732.0,2025-07-07 07:31:26.642991,Customer Request
2280,76388,679.29,2025-05-21 23:57:11.642991,Customer Request
2281,76412,105.76,2026-01-05 20:32:53.642991,Product Issue
2282,76491,457.28,2025-04-27 14:39:14.642991,Product Issue
2283,76526,257.82,2025-06-19 00:59:45.642991,Duplicate
2284,76562,207.64,2025-10-21 17:13:59.642991,Fraud
2285,76678,418.61,2025-12-11 23:48:24.642991,Fraud
2286,76692,273.4,2025-08-29 02:16:43.642991,Fraud
2287,76734,9.71,2025-10-06 02:23:58.642991,Fraud
2288,76936,27.65,2026-01-17 22:27:34.642991,Fraud
2289,76962,170.16,2026-04-24 02:02:11.642991,Duplicate
2290,76983,631.77,2025-06-09 17:18:55.642991,Duplicate
2291,77031,363.88,2025-08-28 05:14:34.642991,Duplicate
2292,77041,30.58,2025-08-23 04:30:25.642991,Duplicate
2293,77047,580.79,2025-11-12 19:27:14.642991,Product Issue
2294,77098,587.62,2025-11-15 14:16:01.642991,Product Issue
2295,77124,205.18,2026-04-08 18:51:31.642991,Customer Request
2296,77127,246.72,2025-10-15 09:50:27.642991,Fraud
2297,77133,812.21,2026-04-04 12:27:16.642991,Customer Request
2298,77153,725.86,2026-04-24 11:42:11.642991,Product Issue
2299,77162,684.99,2025-08-30 10:06:07.642991,Fraud
2300,77286,953.63,2025-08-02 13:23:53.642991,Customer Request
2301,77315,340.88,2025-06-04 14:27:27.642991,Fraud
2302,77359,101.14,2025-05-01 01:54:24.642991,Fraud
2303,77368,588.08,2025-11-09 02:25:46.642991,Fraud
2304,77379,432.59,2025-11-20 01:24:35.642991,Fraud
2305,77423,889.64,2025-11-12 02:51:25.642991,Duplicate
2306,77455,792.46,2025-09-23 11:51:43.642991,Customer Request
2307,77464,60.26,2025-11-02 06:23:42.642991,Customer Request
2308,77475,185.81,2025-08-02 15:44:33.642991,Customer Request
2309,77509,359.07,2026-03-02 15:04:13.642991,Customer Request
2310,77520,35.87,2025-12-18 20:56:48.642991,Duplicate
2311,77553,565.62,2025-07-29 03:15:03.642991,Duplicate
2312,77573,315.98,2025-10-29 13:21:09.642991,Duplicate
2313,77579,159.26,2025-11-30 02:10:42.642991,Product Issue
2314,77601,40.67,2026-03-31 18:30:43.642991,Duplicate
2315,77629,465.52,2025-11-12 07:04:58.642991,Fraud
2316,77659,506.5,2026-03-09 17:40:23.642991,Customer Request
2317,77695,366.42,2026-03-28 01:29:46.642991,Duplicate
2318,77760,311.61,2026-01-28 23:34:37.642991,Fraud
2319,77790,518.45,2025-09-30 02:59:11.642991,Customer Request
2320,77801,769.84,2025-10-22 07:38:25.642991,Customer Request
2321,77807,716.59,2025-08-17 10:11:36.642991,Duplicate
2322,77840,642.55,2026-03-29 18:56:50.642991,Product Issue
2323,77901,247.9,2025-06-28 11:13:06.642991,Duplicate
2324,77940,60.52,2025-09-22 22:25:45.642991,Customer Request
2325,77957,362.02,2026-03-26 20:31:54.642991,Fraud
2326,77963,198.72,2026-01-01 21:42:18.642991,Product Issue
2327,77966,579.52,2025-06-06 21:23:40.642991,Fraud
2328,78069,280.01,2025-06-11 22:57:42.642991,Customer Request
2329,78073,830.73,2025-08-29 03:40:53.642991,Customer Request
2330,78077,263.1,2026-01-31 23:53:46.642991,Product Issue
2331,78152,344.03,2025-09-16 23:58:43.642991,Customer Request
2332,78154,150.43,2025-11-03 15:53:55.642991,Customer Request
2333,78182,369.9,2026-01-19 02:15:30.642991,Customer Request
2334,78195,270.76,2025-10-29 20:08:07.642991,Product Issue
2335,78197,523.35,2025-11-12 23:16:43.642991,Product Issue
2336,78209,791.14,2025-05-22 16:25:13.642991,Product Issue
2337,78227,36.04,2026-02-08 12:36:51.642991,Duplicate
2338,78253,321.06,2025-07-21 21:05:22.642991,Duplicate
2339,78274,486.43,2025-11-21 13:16:39.642991,Fraud
2340,78306,281.27,2025-08-15 16:05:52.642991,Fraud
2341,78357,35.61,2026-03-07 16:35:40.642991,Fraud
2342,78389,883.47,2025-10-03 08:17:34.642991,Duplicate
2343,78394,146.39,2025-07-02 13:22:47.642991,Product Issue
2344,78400,27.85,2026-01-28 03:23:23.642991,Product Issue
2345,78408,359.05,2025-04-30 21:25:10.642991,Fraud
2346,78435,653.22,2026-04-09 01:10:54.642991,Fraud
2347,78443,80.9,2026-01-06 11:07:17.642991,Customer Request
2348,78458,788.26,2025-08-21 01:27:51.642991,Duplicate
2349,78520,282.61,2026-02-06 11:40:39.642991,Product Issue
2350,78566,449.06,2025-12-23 22:15:31.642991,Duplicate
2351,78573,654.52,2025-07-19 08:45:22.642991,Product Issue
2352,78594,279.8,2026-04-06 22:21:01.642991,Duplicate
2353,78634,678.23,2026-02-14 06:24:23.642991,Product Issue
2354,78640,447.5,2025-07-15 17:33:06.642991,Fraud
2355,78679,198.0,2026-03-15 12:12:29.642991,Duplicate
2356,78762,345.36,2026-02-09 09:15:14.642991,Fraud
2357,78782,407.47,2026-03-10 22:32:22.642991,Fraud
2358,78794,304.75,2025-09-05 02:02:55.642991,Customer Request
2359,78795,217.24,2026-04-04 14:43:26.642991,Product Issue
2360,78804,400.37,2025-12-08 20:28:09.642991,Fraud
2361,78845,136.31,2025-11-21 18:21:16.642991,Customer Request
2362,78896,211.87,2025-09-14 21:33:37.642991,Fraud
2363,78898,655.75,2026-01-22 17:48:33.642991,Fraud
2364,78904,293.38,2026-01-16 09:45:08.642991,Product Issue
2365,78968,145.15,2025-05-10 07:25:03.642991,Customer Request
2366,78973,69.44,2025-05-19 07:22:45.642991,Duplicate
2367,79023,9.75,2025-10-08 22:26:32.642991,Product Issue
2368,79097,30.08,2025-11-22 23:42:50.642991,Duplicate
2369,79121,532.18,2026-03-04 02:34:26.642991,Fraud
2370,79128,524.03,2025-11-16 22:37:40.642991,Duplicate
2371,79138,666.32,2025-12-27 23:22:31.642991,Product Issue
2372,79139,225.43,2025-07-13 01:44:11.642991,Customer Request
