merchant_id,merchant_name,category,country,onboard_date,risk_score
12764,"Taylor, Morris and Miller",Electronics,IN,2024-03-14,0.91
12765,"Brennan, Ruiz and Ruiz",Food,US,2024-05-26,0.972
12766,Wilson LLC,Food,US,2026-01-11,0.129
12767,Richardson Group,Food,US,2025-11-29,0.714
12768,Clark-Wagner,Travel,UK,2024-04-13,0.614
12769,Le Inc,Retail,IN,2026-02-28,0.054
12770,"Randolph, Perkins and Wilson",Travel,US,2023-08-14,0.87
12771,Hernandez PLC,Food,US,2025-09-27,0.677
12772,"Coleman, Johnson and Joseph",Retail,UK,2025-04-06,0.209
12773,"Johnson, Thompson and Johnson",Electronics,UK,2023-11-01,0.39
12774,Williams LLC,Food,IN,2023-09-08,0.178
12775,Mason-Williams,Food,US,2025-02-04,0.536
12776,Hooper PLC,Food,US,2025-07-15,0.781
12777,Wyatt Ltd,Retail,UK,2025-04-28,0.884
12778,"Myers, Palmer and Joyce",Electronics,IN,2023-08-02,0.381
12779,Andersen-Shaw,Travel,IN,2025-05-22,0.393
12780,Henry LLC,Retail,US,2026-04-02,0.227
12781,"Johnson, Lopez and Lee",Food,IN,2024-12-27,0.478
12782,"Smith, Bishop and Peters",Food,UK,2023-06-30,0.827
12783,"Beasley, Mcgee and Johnson",Retail,UK,2023-06-04,0.089
12784,Cervantes-Maddox,Electronics,IN,2024-10-20,0.283
12785,Wang-Jones,Food,US,2025-07-23,0.648
12786,"Owen, Arnold and Smith",Food,US,2024-12-07,0.255
12787,Miller-Thomas,Electronics,IN,2024-02-18,0.955
12788,Perry-Reyes,Travel,UK,2025-03-05,0.493
12789,Miller Ltd,Electronics,US,2024-08-26,0.583
12790,"Johnson, Conley and Myers",Food,US,2025-06-07,0.626
12791,"Phillips, Elliott and Lewis",Travel,US,2024-08-13,0.603
12792,Pham Group,Retail,IN,2026-04-11,0.034
12793,Gonzalez and Sons,Retail,UK,2024-04-06,0.399
12794,Jackson-Tyler,Food,UK,2023-06-25,0.098
12795,Aguilar-Williams,Travel,IN,2025-12-26,0.137
12796,Rodriguez and Sons,Electronics,US,2024-04-27,0.698
12797,"Martinez, Cook and Ball",Retail,US,2024-01-19,0.568
12798,Orozco Ltd,Retail,UK,2024-08-10,0.399
12799,"Weiss, Lowe and Nelson",Food,US,2024-04-30,0.138
12800,"Ward, Molina and James",Food,US,2025-03-20,0.662
12801,"Adams, Perez and Floyd",Travel,US,2024-12-17,0.867
12802,Watson Ltd,Electronics,US,2025-11-19,0.821
12803,Brewer Group,Electronics,UK,2026-03-23,0.577
12804,"Hayden, Mullins and Williams",Food,US,2024-06-05,0.177
12805,Holt Group,Retail,IN,2025-12-12,0.409
12806,Miller Group,Food,UK,2023-12-03,0.667
12807,"Garcia, Thomas and Hernandez",Food,IN,2023-07-08,0.949
12808,Cox-Hunt,Travel,US,2026-02-12,0.361
12809,Herring-Camacho,Food,US,2025-12-20,0.27
12810,"Greene, Olson and Mclaughlin",Electronics,UK,2023-09-19,0.224
12811,Hubbard Group,Travel,IN,2025-09-13,0.455
12812,Miller and Sons,Food,US,2024-03-02,0.857
12813,Jacobson-Mitchell,Electronics,UK,2025-12-31,0.768
12814,Farrell and Sons,Electronics,IN,2025-02-04,0.521
12815,Benson and Sons,Food,US,2025-10-06,0.948
12816,"Barton, Nelson and Johnson",Retail,UK,2023-12-06,0.838
12817,Byrd-Wood,Electronics,IN,2023-09-15,0.014
12818,"Murillo, Ruiz and Steele",Electronics,UK,2025-12-24,0.36
12819,Cooper-Campbell,Electronics,US,2025-02-14,0.944
12820,Stewart-Cochran,Retail,US,2024-03-23,0.375
12821,Farley Ltd,Electronics,IN,2024-03-16,0.603
12822,"Stevenson, Patton and Davis",Travel,IN,2026-02-19,0.775
12823,Hendricks-Landry,Food,UK,2023-08-30,0.449
12824,"Nelson, Lawrence and Martin",Food,UK,2024-10-04,0.571
12825,Steele Ltd,Travel,US,2024-02-17,0.333
12826,Mosley Group,Electronics,UK,2024-04-12,0.66
12827,Williams Inc,Travel,UK,2025-10-01,0.299
12828,"Hurst, Diaz and Johnson",Food,IN,2024-09-17,0.993
12829,Williams-Wall,Food,US,2024-08-21,0.141
12830,"Hernandez, Franco and Walter",Electronics,IN,2024-05-11,0.595
12831,"Hamilton, Reeves and Thomas",Food,UK,2023-08-15,0.094
12832,"Pitts, Jackson and Lambert",Food,US,2023-11-14,0.979
12833,"Bailey, Nelson and Brown",Retail,UK,2023-11-20,0.471
12834,"Scott, Castro and Jenkins",Electronics,US,2023-09-04,0.252
12835,"West, Velasquez and Fox",Travel,UK,2025-04-13,0.699
12836,Willis PLC,Travel,UK,2025-05-25,0.033
12837,Wong Inc,Food,IN,2023-06-03,0.924
12838,Bradshaw-Fowler,Travel,IN,2024-09-04,0.873
12839,Guerrero-Sanders,Food,US,2025-01-01,0.368
12840,Baker and Sons,Retail,US,2024-02-29,0.343
12841,Jones Inc,Food,UK,2023-10-09,0.696
12842,Boyd-Lee,Retail,IN,2024-02-15,0.785
12843,Ayers-Taylor,Travel,IN,2025-07-26,0.315
12844,Watson Ltd,Retail,IN,2024-03-31,0.647
12845,Ellis-Stewart,Retail,IN,2024-01-06,0.976
12846,"West, Brown and Love",Food,US,2025-11-14,0.896
12847,Kelly Group,Electronics,US,2024-05-13,0.79
12848,Dillon-Thompson,Retail,IN,2024-12-18,0.79
12849,Ross-Dunn,Electronics,US,2025-11-17,0.577
12850,Middleton LLC,Electronics,IN,2025-11-21,0.605
12851,Gibson-Hunt,Retail,IN,2025-02-03,0.535
12852,"Knight, Alvarez and Baker",Travel,UK,2025-08-15,0.557
12853,"Robertson, Mathews and Haynes",Food,UK,2026-03-05,0.606
12854,Santos-Spencer,Electronics,US,2023-06-14,0.914
12855,Russo-Richard,Food,US,2025-09-23,0.622
12856,Lewis and Sons,Electronics,IN,2025-11-28,0.894
12857,Bowman Ltd,Electronics,UK,2024-01-25,0.848
12858,Mcneil-Sullivan,Food,IN,2025-12-13,0.12
12859,Barrett-Owen,Electronics,IN,2026-04-01,0.119
12860,"Wiggins, Lee and Murphy",Retail,US,2023-06-17,0.672
12861,Riddle Group,Travel,UK,2024-05-02,0.829
12862,Ballard-Jones,Electronics,UK,2023-06-11,0.685
12863,Johnson-Calderon,Electronics,IN,2026-01-23,0.995
12864,Edwards-Macdonald,Electronics,US,2024-07-21,0.913
12865,Floyd Group,Retail,IN,2025-06-17,0.904
12866,"Olson, West and Ingram",Travel,UK,2024-01-03,0.679
12867,Meyer-Lee,Travel,US,2023-10-28,0.511
12868,Jackson Ltd,Retail,UK,2025-11-04,0.194
12869,"Manning, Moyer and Baker",Travel,US,2025-07-17,0.902
12870,Quinn-Delacruz,Food,IN,2024-03-20,0.472
12871,Harris-Estrada,Food,UK,2023-12-31,0.07
12872,"Patterson, Sutton and Taylor",Food,IN,2026-04-06,0.166
12873,Jones-Duran,Electronics,UK,2023-09-14,0.51
12874,Castillo Ltd,Electronics,UK,2025-05-30,0.732
12875,Daugherty-Rowland,Retail,IN,2025-07-18,0.607
12876,"Pruitt, Schaefer and Cantrell",Electronics,IN,2025-05-23,0.941
12877,Scott-Brown,Food,US,2025-05-27,0.404
12878,"Wilson, Jackson and Ramos",Food,US,2024-05-02,0.287
12879,Palmer Inc,Retail,US,2025-04-27,0.087
12880,Jackson and Sons,Food,US,2025-06-21,0.017
12881,Perez-Dominguez,Food,IN,2024-12-19,0.861
12882,Phillips Ltd,Retail,US,2025-04-17,0.539
12883,"Parsons, Nolan and Morris",Travel,UK,2024-02-04,0.764
12884,Cruz and Sons,Electronics,US,2023-10-28,0.066
12885,Fleming-Davis,Travel,IN,2026-03-09,0.241
12886,"Barry, Carter and Thompson",Travel,UK,2024-08-12,0.396
12887,Lopez-Williams,Travel,UK,2024-07-12,0.31
12888,Burgess and Sons,Electronics,US,2024-04-08,0.005
12889,Green-Davis,Electronics,IN,2024-03-30,0.288
12890,Phillips-Rodriguez,Retail,UK,2025-01-20,0.084
12891,"Stewart, Bishop and Roberts",Food,US,2025-09-06,0.532
12892,Barber and Sons,Retail,IN,2025-12-13,0.656
12893,Evans LLC,Travel,US,2024-06-21,0.701
12894,Livingston Group,Food,IN,2024-03-06,0.929
12895,Rodriguez PLC,Travel,US,2023-05-24,0.971
12896,"Gamble, Griffin and Hatfield",Retail,UK,2023-11-01,0.744
12897,Banks-Woods,Retail,UK,2023-06-02,0.277
12898,Atkins and Sons,Travel,US,2023-10-08,0.835
12899,"Rivera, Johnson and Brown",Food,UK,2023-07-28,0.402
12900,Mcdonald-Edwards,Food,US,2023-06-17,0.57
12901,"Davidson, Sanders and Rivera",Electronics,US,2024-02-02,0.636
12902,Ryan Inc,Food,IN,2024-08-03,0.302
12903,"Farrell, Vincent and Hall",Retail,US,2023-11-26,0.005
12904,Olson-Edwards,Travel,US,2024-09-06,0.197
12905,"Butler, Black and Butler",Travel,UK,2024-05-09,0.31
12906,Russell PLC,Retail,UK,2025-06-21,0.723
12907,Wells-Prince,Travel,US,2023-08-07,0.992
12908,Dawson-Vasquez,Retail,UK,2024-10-18,0.028
12909,Hoffman-Smith,Electronics,US,2025-02-12,0.112
12910,"Martin, Adkins and Baird",Electronics,UK,2026-03-08,0.677
12911,Ware Group,Retail,US,2024-03-03,0.881
12912,Garcia LLC,Food,IN,2024-03-30,0.4
12913,"Taylor, Jones and Khan",Travel,UK,2025-06-18,0.452
12914,Warner and Sons,Retail,US,2025-08-27,0.946
12915,Hill-House,Electronics,UK,2026-01-01,0.317
12916,Duncan-Lawson,Electronics,UK,2025-05-28,0.308
12917,Gross-Johnston,Travel,UK,2026-02-25,0.181
12918,Carlson and Sons,Travel,UK,2026-02-20,0.49
12919,"Parker, Edwards and Lester",Electronics,IN,2023-04-25,0.439
12920,"Aguilar, Anderson and Conway",Food,US,2025-12-13,0.196
12921,"Owens, King and Gibbs",Retail,IN,2024-07-08,0.221
12922,"Evans, Robinson and Rodriguez",Retail,UK,2026-01-10,0.043
12923,Phillips-Ballard,Travel,UK,2024-02-07,0.367
12924,Berg-Lutz,Electronics,UK,2023-10-11,0.389
12925,Dominguez-Leblanc,Electronics,IN,2026-03-19,0.279
12926,"Schwartz, Guerra and Robinson",Retail,US,2025-04-14,0.918
12927,Hudson-Richard,Electronics,UK,2024-03-25,0.013
12928,"Brown, Byrd and Harris",Food,IN,2025-03-05,0.661
12929,Scott and Sons,Retail,IN,2024-04-06,0.07
12930,Vaughan-Hansen,Travel,UK,2023-05-17,0.533
12931,Wood Ltd,Food,IN,2023-05-27,0.13
12932,"Edwards, Fleming and Taylor",Travel,US,2025-01-26,0.49
12933,Day-Moody,Food,UK,2024-03-07,0.348
12934,Perez Ltd,Food,IN,2024-03-28,0.387
12935,"Lucas, Cooper and Sparks",Food,US,2025-11-30,0.854
12936,Willis-Terry,Electronics,IN,2023-11-17,0.67
12937,Gonzalez PLC,Travel,US,2024-03-06,0.492
12938,Ramos Inc,Food,UK,2024-10-27,0.888
12939,West-Wheeler,Retail,IN,2024-02-09,0.738
12940,Parsons PLC,Food,UK,2025-06-26,0.238
12941,"Nielsen, Smith and Page",Retail,IN,2026-02-01,0.463
12942,Gonzalez-Townsend,Retail,UK,2023-12-28,0.429
12943,Aguirre PLC,Travel,UK,2025-08-12,0.547
12944,Baker-Fisher,Retail,US,2023-12-03,0.305
12945,Flores LLC,Electronics,IN,2024-08-23,0.094
12946,"Summers, Smith and Hughes",Retail,UK,2025-04-06,0.879
12947,"Ross, Sellers and Dominguez",Travel,US,2024-03-12,0.702
12948,Moore Ltd,Retail,US,2025-11-04,0.261
12949,"Mclaughlin, Harris and Roth",Travel,US,2023-05-05,0.054
12950,Brady-Johnson,Travel,UK,2026-02-20,0.113
12951,Stafford and Sons,Food,US,2026-02-15,0.465
12952,Hayes PLC,Retail,IN,2023-06-26,0.644
12953,Wheeler-Anderson,Travel,UK,2023-11-19,0.939
12954,"Williams, Brown and Cooper",Travel,UK,2024-03-27,0.967
12955,"Woods, Clark and Oneill",Travel,US,2026-03-17,0.571
12956,Hayes-Nelson,Food,US,2026-04-10,0.432
12957,"Bennett, Miller and Haney",Food,IN,2025-04-06,0.166
12958,"Bullock, Stevens and Cox",Retail,UK,2025-09-06,0.63
12959,"Wilcox, Rubio and Valentine",Electronics,UK,2024-09-13,0.708
12960,Alvarado LLC,Electronics,IN,2024-05-08,0.465
12961,Caldwell Ltd,Electronics,IN,2026-04-21,0.629
12962,"Dunn, Hernandez and Johnson",Electronics,IN,2026-03-01,0.59
12963,Kelly-Smith,Food,UK,2023-06-19,0.784
12964,Smith Inc,Food,IN,2024-09-13,0.056
12965,Carter-Frye,Travel,IN,2026-01-27,0.937
12966,Bauer Inc,Food,IN,2024-01-17,0.4
12967,Ramos-Craig,Retail,IN,2023-05-10,0.503
12968,Sutton and Sons,Travel,US,2024-02-28,0.152
12969,Tucker-Black,Travel,US,2025-03-13,0.662
12970,King Ltd,Food,US,2024-10-29,0.171
12971,Garza-Jones,Travel,IN,2025-09-23,0.999
12972,Thomas PLC,Electronics,UK,2026-03-14,0.668
12973,"Rodriguez, Ramirez and Roberson",Food,US,2023-12-06,0.935
12974,Campbell-Stewart,Food,IN,2024-12-28,0.661
12975,George-Park,Travel,UK,2023-06-19,0.378
12976,Perez-Bass,Electronics,IN,2023-07-20,0.233
12977,"House, Rodriguez and Barker",Food,IN,2024-10-27,0.632
12978,Alexander-Garcia,Retail,IN,2024-09-14,0.875
12979,"Perez, James and Sanchez",Electronics,IN,2023-06-14,0.337
12980,Mason Group,Food,IN,2024-12-21,0.824
12981,King-Brown,Food,UK,2026-01-14,0.78
12982,"Reeves, Ryan and Stewart",Retail,US,2026-01-29,0.822
12983,"Yates, Harmon and Riley",Food,US,2023-07-01,0.281
12984,"Campbell, Boyd and Williams",Food,UK,2023-12-23,0.342
12985,Petty Inc,Retail,UK,2026-02-10,0.153
12986,"Munoz, Thompson and Miller",Retail,UK,2025-06-30,0.366
12987,Ortiz-Craig,Food,US,2025-04-23,0.872
12988,Brown PLC,Electronics,UK,2023-10-13,0.018
12989,Bryant Ltd,Retail,UK,2024-09-05,0.728
12990,Evans-Baker,Retail,US,2024-05-05,0.567
12991,Gay-Hansen,Retail,UK,2026-02-19,0.533
12992,"Ayala, Smith and Martin",Electronics,US,2025-11-25,0.757
12993,"Ball, Gibson and Meyers",Travel,US,2025-08-17,0.816
12994,Walker-Martin,Food,IN,2025-01-10,0.945
12995,Garza Ltd,Food,IN,2024-11-30,0.861
12996,Ballard LLC,Food,IN,2023-11-25,0.051
12997,"Hudson, Mahoney and Lopez",Food,UK,2023-07-27,0.026
12998,Bradshaw-Reyes,Electronics,UK,2023-12-08,0.952
12999,Wilson Group,Food,IN,2024-09-30,0.422
13000,Estrada PLC,Retail,IN,2023-07-03,0.878
13001,Sloan-Potts,Retail,US,2024-11-12,0.729
13002,Hernandez LLC,Travel,UK,2025-10-17,0.878
13003,Carter Group,Food,IN,2024-04-01,0.53
13004,Estrada Inc,Electronics,IN,2025-01-16,0.421
13005,"Cortez, Hughes and Whitehead",Electronics,UK,2024-07-12,0.764
13006,"Hughes, Simmons and Stephens",Electronics,UK,2025-07-14,0.638
13007,Hill Group,Electronics,IN,2024-09-02,0.498
13008,Myers-Wyatt,Food,UK,2024-04-13,0.826
13009,Martin Inc,Electronics,IN,2025-04-10,0.533
13010,Gonzalez-Gates,Electronics,IN,2024-07-12,0.218
13011,"Grimes, Dickerson and Scott",Electronics,UK,2023-11-14,0.159
13012,"Thomas, Gilbert and Moore",Electronics,IN,2026-02-21,0.936
13013,Trujillo-Mclean,Travel,UK,2023-07-24,0.574
13014,"Alvarez, Black and Allen",Electronics,IN,2025-08-22,0.93
13015,Farmer PLC,Retail,US,2025-11-25,0.183
13016,"Rosario, Lee and Harper",Retail,UK,2024-03-16,0.377
13017,Barber Group,Electronics,UK,2025-08-26,0.46
13018,"Jackson, Hunt and Lin",Electronics,UK,2025-08-26,0.828
13019,Bullock LLC,Electronics,US,2025-02-19,0.233
13020,"Gonzalez, Mckinney and Reed",Electronics,UK,2025-07-31,0.374
13021,"Gardner, Cooper and Smith",Food,US,2023-12-18,0.405
13022,Robinson LLC,Retail,UK,2024-06-19,0.052
13023,Farmer and Sons,Food,UK,2024-08-30,0.381
13024,Hebert Group,Electronics,UK,2026-03-21,0.511
13025,Smith LLC,Travel,US,2024-12-30,0.234
13026,Olson PLC,Travel,IN,2023-12-10,0.36
13027,"Thomas, Baxter and Wilson",Travel,US,2024-01-16,0.594
13028,"Davenport, Alvarez and Simmons",Retail,IN,2025-06-30,0.331
13029,Hutchinson-Hernandez,Travel,IN,2025-07-20,0.4
13030,"Morales, Gibson and Rasmussen",Food,UK,2023-05-13,0.064
13031,"Salinas, Nichols and Richards",Retail,IN,2024-08-15,0.691
13032,Whitaker Group,Retail,US,2023-05-30,0.24
13033,Watkins-Gonzalez,Food,IN,2025-05-11,0.768
13034,Bennett Group,Travel,UK,2023-07-06,0.068
13035,"Nelson, Kelly and Schwartz",Travel,US,2025-05-18,0.32
13036,Mccall-Armstrong,Food,IN,2024-12-27,0.871
13037,Pham-Cox,Food,IN,2026-02-13,0.142
13038,"Mccoy, Andersen and Graham",Retail,IN,2024-02-24,0.919
13039,Rhodes and Sons,Food,US,2025-02-09,0.829
13040,"Cook, Campbell and Joyce",Food,US,2024-11-01,0.235
13041,Howard-Reid,Travel,IN,2025-03-13,0.157
13042,"Hayes, Meyer and Davis",Travel,US,2024-06-27,0.613
13043,Brandt-Miles,Electronics,IN,2024-06-11,0.137
13044,Howard Group,Travel,IN,2024-12-26,0.212
13045,"Houston, Brown and Holt",Food,IN,2024-06-24,0.145
13046,Baker Group,Electronics,UK,2024-05-01,0.035
13047,Werner and Sons,Electronics,UK,2025-11-11,0.39
13048,"Hill, Fox and Golden",Food,US,2025-12-03,0.863
13049,Manning-Callahan,Retail,US,2024-06-20,0.806
13050,Daniels-Harvey,Retail,UK,2023-08-19,0.101
13051,Jennings Ltd,Travel,IN,2024-03-21,0.444
13052,"Doyle, Love and Kennedy",Food,US,2026-04-20,0.797
13053,Hogan-Lambert,Food,UK,2024-09-21,0.513
13054,Nelson-Weaver,Travel,IN,2025-06-27,0.25
13055,Medina-Hoffman,Electronics,US,2024-02-29,0.743
13056,"Jones, Madden and Moore",Electronics,US,2023-12-14,0.666
13057,Middleton-Wilson,Retail,IN,2025-02-28,0.198
13058,"Duffy, Williams and Smith",Food,IN,2025-09-27,0.719
13059,"Gonzalez, Wilson and Wheeler",Retail,IN,2025-08-06,0.082
13060,Porter-Mcmillan,Retail,UK,2026-02-04,0.444
13061,Johnson Inc,Electronics,US,2024-05-08,0.497
13062,Davidson Inc,Retail,IN,2025-01-08,0.582
13063,"Patel, Robinson and Guerrero",Retail,UK,2024-02-13,0.725
13064,Daniels Ltd,Retail,US,2024-12-27,0.079
13065,Williams-Norman,Electronics,US,2024-07-03,0.031
13066,Mack-Jordan,Food,UK,2023-08-29,0.608
13067,Myers-Morton,Electronics,US,2024-04-16,0.11
13068,"Collins, Ford and King",Electronics,US,2023-05-11,0.571
13069,Scott Inc,Food,IN,2024-02-12,0.513
13070,"Liu, Anderson and Smith",Retail,US,2025-04-26,0.246
13071,Daniel-Guerrero,Retail,UK,2023-05-06,0.949
13072,"Yoder, Weber and Mcdonald",Travel,US,2024-11-03,0.235
13073,Coleman-Carpenter,Food,IN,2023-09-15,0.872
13074,Kelley-Lee,Electronics,US,2024-11-24,0.697
13075,"Smith, Mcclain and Walls",Food,US,2026-04-06,0.72
13076,Rogers Group,Food,IN,2023-06-15,0.207
13077,Brown Inc,Retail,US,2025-03-02,0.457
13078,"James, Turner and Wilson",Retail,US,2023-08-21,0.454
13079,Wheeler Inc,Food,UK,2025-09-02,0.372
13080,"Gilbert, Morales and Cummings",Electronics,IN,2023-09-04,0.959
13081,"Figueroa, Humphrey and Reyes",Retail,US,2024-04-24,0.859
13082,Robinson Ltd,Food,IN,2023-08-15,0.873
13083,"Brown, Wilson and Jordan",Retail,US,2024-06-12,0.755
13084,Good-Powers,Retail,US,2023-08-29,0.36
13085,"Davis, Evans and Barrera",Electronics,UK,2024-02-13,0.958
13086,Burton-Jensen,Food,US,2024-01-14,0.419
13087,Williams-Brown,Travel,US,2023-12-03,0.845
13088,"Meyers, Frazier and Williams",Electronics,US,2023-07-17,0.889
13089,Valdez PLC,Electronics,US,2025-02-13,0.405
13090,Coleman-Patton,Retail,IN,2024-06-02,0.145
13091,Davis PLC,Electronics,IN,2024-09-25,0.151
13092,"Huff, Peterson and Peterson",Retail,US,2024-12-17,0.703
13093,Tucker-Watson,Food,UK,2025-07-01,0.893
13094,Barton Inc,Retail,UK,2024-03-27,0.165
13095,"Palmer, Green and Johnson",Electronics,UK,2024-09-22,0.532
13096,Shah-Horn,Travel,UK,2025-03-20,0.789
13097,Reid and Sons,Retail,US,2025-01-10,0.362
13098,"Rojas, Edwards and Garrett",Retail,IN,2026-01-28,0.781
13099,"Rodriguez, Martinez and Smith",Travel,UK,2024-02-11,0.709
13100,Miller-Brown,Food,US,2024-10-01,0.616
13101,Kelley Ltd,Electronics,US,2024-12-15,0.35
13102,Gonzalez Inc,Electronics,UK,2023-10-05,0.721
13103,Holland Group,Food,UK,2024-03-04,0.798
13104,"Morris, Payne and Allen",Travel,IN,2023-06-19,0.813
13105,Mathews-Keller,Retail,UK,2024-03-14,0.153
13106,Gomez Group,Travel,IN,2026-04-22,0.45
13107,Lee and Sons,Electronics,US,2025-10-21,0.02
13108,Wilson-White,Electronics,IN,2024-02-09,0.316
13109,"Becker, Johnson and Wood",Retail,US,2023-08-18,0.116
13110,Baxter-Marks,Food,US,2024-06-11,0.383
13111,"Dean, Davis and Clark",Travel,UK,2023-05-03,0.476
13112,Hunt Group,Electronics,US,2025-07-27,0.666
13113,Acosta-Gilbert,Travel,UK,2026-04-19,0.337
13114,"Klein, Smith and Diaz",Retail,IN,2026-03-17,0.682
13115,"Robertson, Charles and Clark",Retail,UK,2024-10-21,0.738
13116,Gill-Herman,Retail,UK,2023-09-01,0.386
13117,"Jarvis, Rios and Moore",Travel,IN,2023-11-04,0.469
13118,Montgomery LLC,Food,US,2025-11-04,0.762
13119,Hughes Inc,Electronics,US,2025-07-24,0.671
13120,Maddox LLC,Electronics,US,2025-03-06,0.476
13121,Jordan-Walker,Food,IN,2023-12-23,0.012
13122,Lane Ltd,Retail,UK,2024-12-14,0.72
13123,Ellis-Wagner,Retail,IN,2026-02-22,0.65
13124,"Stewart, Warren and Hardy",Travel,UK,2026-03-06,0.562
13125,Giles PLC,Retail,IN,2024-01-31,0.834
13126,Charles-Stevens,Retail,US,2024-02-28,0.846
13127,"Jordan, James and Estes",Food,US,2023-10-10,0.909
13128,Johnson-Clark,Travel,UK,2023-12-09,0.795
13129,Burgess-Phillips,Food,US,2024-12-19,0.455
13130,Richardson-York,Retail,US,2026-02-23,0.517
13131,Martin-Mendoza,Food,IN,2024-02-27,0.837
13132,Hendrix-Davis,Travel,UK,2025-11-19,0.791
13133,"Perry, Gardner and Diaz",Travel,IN,2024-05-07,0.418
13134,Gutierrez-Osborne,Travel,IN,2024-02-20,0.437
13135,"Russell, Roth and Rodriguez",Electronics,US,2024-06-28,0.798
13136,Burns LLC,Retail,UK,2025-07-15,0.758
13137,"Lee, Bryant and Morales",Electronics,IN,2025-12-02,0.791
13138,English LLC,Retail,UK,2024-11-14,0.693
13139,Davis-Smith,Electronics,US,2026-03-16,0.388
13140,Woodard Inc,Food,US,2025-11-07,0.61
13141,Davis-Murphy,Electronics,UK,2023-05-18,0.99
13142,Boyle Inc,Travel,UK,2025-04-05,0.709
13143,Silva and Sons,Retail,IN,2025-05-13,0.799
13144,Shaw Group,Food,IN,2025-07-19,0.011
13145,Rogers LLC,Food,IN,2025-02-09,0.316
13146,"Manning, Garrett and Herrera",Electronics,UK,2025-02-20,0.27
13147,"Vazquez, Ray and Torres",Food,IN,2024-10-25,0.438
13148,Smith-Chavez,Food,US,2024-03-02,0.723
13149,"Marquez, Howard and Williams",Retail,IN,2025-12-31,0.818
13150,Olson Ltd,Food,IN,2023-06-12,0.068
13151,Larson Group,Travel,US,2025-08-10,0.804
13152,Jones-Aguirre,Retail,IN,2025-04-12,0.276
13153,Rush-Wright,Electronics,IN,2024-01-19,0.803
13154,Kennedy-Fry,Electronics,UK,2024-09-11,0.357
13155,Cooper Ltd,Retail,UK,2025-01-05,0.941
13156,"Jones, Ramirez and Perry",Retail,US,2023-05-14,0.412
13157,"Thompson, Ryan and Randolph",Food,IN,2025-04-08,0.557
13158,Harper and Sons,Retail,IN,2024-06-29,0.145
13159,"Taylor, Gonzalez and Macdonald",Food,IN,2025-01-16,0.153
13160,Padilla Inc,Travel,UK,2023-11-27,0.46
13161,Ford-Miller,Food,IN,2024-02-18,0.458
13162,Adams-Morgan,Travel,UK,2026-03-20,0.516
13163,"Wilcox, Gonzalez and King",Food,IN,2025-03-05,0.719
13164,"Landry, Green and Ball",Travel,IN,2024-09-08,0.679
13165,White Group,Electronics,IN,2025-01-30,0.563
13166,"Franco, Wright and White",Food,IN,2025-12-25,0.379
13167,"Fuller, Carter and Johnson",Travel,US,2025-11-07,0.966
13168,King Inc,Retail,UK,2023-06-22,0.371
13169,Flynn LLC,Electronics,US,2024-05-27,0.342
13170,Hall-Anderson,Electronics,US,2023-10-27,0.249
13171,Green LLC,Travel,US,2023-11-24,0.469
13172,Garcia-Cardenas,Food,UK,2025-07-07,0.604
13173,Rogers-Walker,Food,US,2024-04-05,0.264
13174,Ochoa-Parker,Electronics,UK,2025-01-07,0.976
13175,"Cortez, Ryan and Brown",Travel,US,2024-12-23,0.109
13176,Martinez-Jackson,Travel,IN,2023-12-28,0.443
13177,Webster-Frank,Electronics,IN,2025-02-02,0.932
13178,"Benson, Burnett and Decker",Travel,UK,2025-01-17,0.564
13179,Wagner-Pena,Travel,IN,2026-02-21,0.226
13180,Jordan-Taylor,Travel,UK,2024-12-12,0.951
13181,Tran-Brown,Electronics,UK,2023-07-17,0.457
13182,Thomas-Cook,Electronics,IN,2023-08-28,0.821
13183,Nelson Ltd,Electronics,UK,2025-10-05,0.544
13184,"Russo, Snyder and Lopez",Electronics,IN,2024-07-02,0.324
13185,"Floyd, Sandoval and Chapman",Travel,US,2024-07-05,0.3
13186,Clark Ltd,Travel,UK,2024-03-27,0.503
13187,"Ward, Curtis and Rodriguez",Travel,US,2025-12-29,0.707
13188,Ware Group,Food,US,2023-05-09,0.933
13189,"Farmer, Valdez and Rowe",Electronics,UK,2025-07-30,0.111
13190,Herring LLC,Electronics,IN,2026-04-22,0.242
13191,Smith-Gallegos,Electronics,UK,2025-01-19,0.368
13192,Clark-Miranda,Travel,US,2026-04-19,0.465
13193,"Brown, Mueller and Hoffman",Retail,UK,2024-08-09,0.126
13194,"Moore, Marsh and Hall",Electronics,IN,2024-01-18,0.763
13195,"Nicholson, Butler and Mccoy",Retail,UK,2023-11-04,0.499
13196,Lester Group,Food,US,2025-02-05,0.813
13197,Rodriguez-Rivera,Retail,IN,2023-10-08,0.853
13198,"Cohen, Ramos and Carroll",Retail,US,2025-08-01,0.582
13199,Dodson PLC,Food,IN,2024-01-29,0.299
13200,Garcia-Rodriguez,Food,US,2023-05-24,0.406
13201,Rivas LLC,Food,UK,2025-08-18,0.66
13202,Anderson-Thomas,Food,US,2024-02-03,0.333
13203,"Valentine, Fernandez and Watson",Electronics,US,2026-03-01,0.706
13204,Gilbert and Sons,Travel,US,2024-10-18,0.519
13205,"Deleon, Fritz and George",Travel,IN,2025-12-26,0.028
13206,Rodriguez-Nelson,Food,IN,2023-12-10,0.064
13207,Elliott Ltd,Food,UK,2023-09-29,0.202
13208,Smith-Smith,Food,IN,2023-09-13,0.58
